1060109488	20220825	202208	2022	2022.6438	SGP	SINGAPORE	SGP								MYS	MALAYSIA	MYS								1	080	080	08	2	5.0	2	1	2	-0.21367521367522	4	Sentosa, Singapore (general), Singapore	SN	SN00	18585	1.25	103.827	-73615	4	Sentosa, Singapore (general), Singapore	SN	SN00	18585	1.25	103.827	-73615	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220825083000	https://www.asiaone.com/singapore/woman-says-kuala-lumpur-food-not-cheap-despite-strong-singdollar
1060109489	20220825	202208	2022	2022.6438	SOM	SOMALIA	SOM								KEN	KENYA	KEN								0	190	190	19	4	-10.0	1	1	1	-1.63934426229508	1	Cambodia	CB	CB		13	105	CB	4	Shanzu, Coast, Kenya	KE	KE02	18585	-3.96469	39.7586	-2262385	4	Shanzu, Coast, Kenya	KE	KE02	18585	-3.96469	39.7586	-2262385	20220825083000	https://www.kenyans.co.ke/news/78821-tycoons-convert-abandoned-plane-ksh3m-luxury-restaurant
1060109490	20220825	202208	2022	2022.6438	SOM	SOMALIA	SOM								KEN	KENYA	KEN								0	190	190	19	4	-10.0	2	1	2	-1.63934426229508	1	Somalia	SO	SO		6	48	SO	4	Shanzu, Coast, Kenya	KE	KE02	18585	-3.96469	39.7586	-2262385	4	Shanzu, Coast, Kenya	KE	KE02	18585	-3.96469	39.7586	-2262385	20220825083000	https://www.kenyans.co.ke/news/78821-tycoons-convert-abandoned-plane-ksh3m-luxury-restaurant
1060109491	20220825	202208	2022	2022.6438	SOM	SOMALIA	SOM								NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	1	1	1	-1.63934426229508	4	Manawatu, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.3333	175.333	-1512919	4	Manawatu, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.3333	175.333	-1512919	4	Manawatu, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.3333	175.333	-1512919	20220825083000	https://www.kenyans.co.ke/news/78821-tycoons-convert-abandoned-plane-ksh3m-luxury-restaurant
1060109492	20220825	202208	2022	2022.6438	SOM	SOMALIA	SOM								NZL	NEW ZEALAND	NZL								0	190	190	19	4	-10.0	1	1	1	-1.63934426229508	1	Somalia	SO	SO		6	48	SO	4	Manawatu, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.3333	175.333	-1512919	4	Manawatu, New Zealand (general), New Zealand	NZ	NZ00	22390	-40.3333	175.333	-1512919	20220825083000	https://www.kenyans.co.ke/news/78821-tycoons-convert-abandoned-plane-ksh3m-luxury-restaurant
1060109493	20220825	202208	2022	2022.6438	SWZ	SWAZILAND	SWZ																		1	180	180	18	4	-9.0	2	1	2	-5.58292282430213	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	0								1	Swaziland	WZ	WZ		-26.5	31.5	WZ	20220825083000	https://www.faceofmalawi.com/2022/08/25/king-mswati-involved-in-scandalous-gbv-case-of-beating-his-wife-which-led-to-her-injuries/
1060109494	20220825	202208	2022	2022.6438	SWZ	SWAZILAND	SWZ								GOV	KING						GOV			1	013	013	01	1	0.4	2	1	2	-5.58292282430213	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	20220825083000	https://www.faceofmalawi.com/2022/08/25/king-mswati-involved-in-scandalous-gbv-case-of-beating-his-wife-which-led-to-her-injuries/
1060109495	20220825	202208	2022	2022.6438	SWZ	SWAZILAND	SWZ								GOV	KING						GOV			1	180	180	18	4	-9.0	2	1	2	-5.58292282430213	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	20220825083000	https://www.faceofmalawi.com/2022/08/25/king-mswati-involved-in-scandalous-gbv-case-of-beating-his-wife-which-led-to-her-injuries/
1060109496	20220825	202208	2022	2022.6438	SYR	SYRIA	SYR								CVL	IMMIGRANT						CVL			1	173	173	17	4	-5.0	2	1	2	-12.8205128205128	1	Syria	SY	SY		35	38	SY	1	Malawi	MI	MI		-13.5	34	MI	1	Syria	SY	SY		35	38	SY	20220825083000	https://www.faceofmalawi.com/2022/08/25/immigration-deports-9-pakistan-and-2-bangladesh-nationals-for-illegal-entry/
1060109497	20220825	202208	2022	2022.6438	SYR	SYRIA	SYR								CVL	IMMIGRANT						CVL			1	173	173	17	4	-5.0	2	1	2	-12.8205128205128	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220825083000	https://www.faceofmalawi.com/2022/08/25/immigration-deports-9-pakistan-and-2-bangladesh-nationals-for-illegal-entry/
1060109498	20220825	202208	2022	2022.6438	SYR	SYRIA	SYR								USA	UNITED STATES	USA								1	182	182	18	4	-9.5	2	1	2	-7.5	1	Syria	SY	SY		35	38	SY	1	United States	US	US		39.828175	-98.5795	US	1	Syria	SY	SY		35	38	SY	20220825083000	https://article.wn.com/view/2022/08/25/Rocket_attacks_in_Syria_injure_3_American_service_members/
1060109499	20220825	202208	2022	2022.6438	SYR	SYRIA	SYR								USA	AMERICAN	USA								1	194	194	19	4	-10.0	2	1	2	-7.5	1	Syria	SY	SY		35	38	SY	1	United States	US	US		39.828175	-98.5795	US	1	Syria	SY	SY		35	38	SY	20220825083000	https://article.wn.com/view/2022/08/25/Rocket_attacks_in_Syria_injure_3_American_service_members/
1060109500	20220825	202208	2022	2022.6438	SYR	SYRIA	SYR								USA	AMERICAN	USA								1	194	194	19	4	-10.0	8	1	8	-7.5	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Syria	SY	SY		35	38	SY	20220825083000	https://article.wn.com/view/2022/08/25/Rocket_attacks_in_Syria_injure_3_American_service_members/
1060109501	20220825	202208	2022	2022.6438	THA	THAILAND	THA								MYS	MALAYSIA	MYS								0	050	050	05	1	3.5	2	1	2	0.765306122448983	4	Ha Tinh, Tinh Ha Tinh, Vietnam, Republic Of	VM	VM52	74078	18.3333	105.9	-3715076	4	Ha Tinh, Tinh Ha Tinh, Vietnam, Republic Of	VM	VM52	74078	18.3333	105.9	-3715076	1	Thailand	TH	TH		15	100	TH	20220825083000	https://www.thestar.com.my/aseanplus/aseanplus-news/2022/08/25/asean-railway-conference-outlines-transnational-rail-link-plan
1060109502	20220825	202208	2022	2022.6438	THA	THAILAND	THA								MYS	MALAYSIA	MYS								0	050	050	05	1	3.5	2	1	2	0.765306122448983	4	Ha Tinh, Tinh Ha Tinh, Vietnam, Republic Of	VM	VM52	74078	18.3333	105.9	-3715076	1	Thailand	TH	TH		15	100	TH	1	Malaysia	MY	MY		2.5	112.5	MY	20220825083000	https://www.thestar.com.my/aseanplus/aseanplus-news/2022/08/25/asean-railway-conference-outlines-transnational-rail-link-plan
1060109503	20220825	202208	2022	2022.6438	THA	THAILAND	THA								MYS	MALAYSIA	MYS								0	050	050	05	1	3.5	6	1	6	0.765306122448983	1	Thailand	TH	TH		15	100	TH	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20220825083000	https://www.thestar.com.my/aseanplus/aseanplus-news/2022/08/25/asean-railway-conference-outlines-transnational-rail-link-plan
1060109504	20220825	202208	2022	2022.6438	THAGOVMIL	PRAWIT WONGSUWAN	THA					GOV	MIL		GOV	PRIME MINISTER						GOV			0	040	040	04	1	1.0	10	1	10	-3.44827586206897	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220825083000	https://abcnews.go.com/International/wireStory/thai-pm-suspended-court-mulls-defied-term-limits-88832830
1060109505	20220825	202208	2022	2022.6438	THAGOVMIL	PRAWIT WONGSUWAN	THA					GOV	MIL		GOV	PRIME MINISTER						GOV			0	046	046	04	1	7.0	10	1	10	-3.44827586206897	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220825083000	https://abcnews.go.com/International/wireStory/thai-pm-suspended-court-mulls-defied-term-limits-88832830
1060109506	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR																		1	060	060	06	2	6.0	10	1	10	-1.51515151515151	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20220825083000	https://menafn.com/1104753458/Turkeys-daily-energy-usage-declines-by-104-percent-on-Aug-24
1060109507	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR																		0	061	061	06	2	6.4	2	1	2	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109508	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR																		1	120	120	12	3	-4.0	10	1	10	-1.51515151515151	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20220825083000	https://menafn.com/1104753458/Turkeys-daily-energy-usage-declines-by-104-percent-on-Aug-24
1060109509	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR								GRC	GREECE	GRC								0	013	013	01	1	0.4	2	1	2	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109510	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR								GRC	GREECE	GRC								1	013	013	01	1	0.4	6	1	4	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109511	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR								GRC	GREECE	GRC								1	120	120	12	3	-4.0	4	1	2	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	United States	US	US		39.828175	-98.5795	US	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109512	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR								GRC	GREECE	GRC								1	120	120	12	3	-4.0	4	1	2	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Greece	GR	GR		39	22	GR	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109513	20220825	202208	2022	2022.6438	TUR	TURKISH	TUR								ITA	ITALIAN	ITA								0	190	190	19	4	-10.0	2	1	2	-4.74747474747474	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220825083000	https://www.spectator.co.uk/article/salman-rushdie-and-a-question-of-power
1060109514	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR								LEG	HOUSE OF REPRESENTATIVES						LEG			0	061	061	06	2	6.4	10	1	10	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109515	20220825	202208	2022	2022.6438	TUR	TURKEY	TUR								MIL	FIGHTER JET						MIL			0	020	020	02	1	3.0	10	1	10	-1.47575544624034	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220825083000	https://www.gatestoneinstitute.org/18822/turkey-greece-airpower
1060109516	20220825	202208	2022	2022.6438	TUV	TUVALU	TUV								CHN	CHINA	CHN								1	010	010	01	1	0.0	4	1	4	1.47058823529412	1	Tuvalu	TV	TV		-8	178	TV	1	China	CH	CH		35	105	CH	1	Tuvalu	TV	TV		-8	178	TV	20220825083000	https://article.wn.com/view/2022/08/25/Tuvalu_minister_says_both_China_US_needed_for_climate_change_z/
1060109517	20220825	202208	2022	2022.6438	TUV	TUVALU	TUV								CHN	CHINA	CHN								1	020	020	02	1	3.0	4	1	4	1.47058823529412	1	Tuvalu	TV	TV		-8	178	TV	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220825083000	https://article.wn.com/view/2022/08/25/Tuvalu_minister_says_both_China_US_needed_for_climate_change_z/
1060109518	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN																		1	026	026	02	1	4.0	2	1	2	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109519	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN																		1	050	050	05	1	3.5	2	1	2	6.62557781201849	1	Taiwan	TW	TW		24	121	TW	0								1	Taiwan	TW	TW		24	121	TW	20220825083000	https://ibsintelligence.com/ibsi-news/shanghai-commercial-savings-bank-adopts-temenos-and-ibm-systems/
1060109520	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN																		1	051	051	05	1	3.4	2	1	2	6.62557781201849	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20220825083000	https://ibsintelligence.com/ibsi-news/shanghai-commercial-savings-bank-adopts-temenos-and-ibm-systems/
1060109521	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109522	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109523	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN								CHN	CHINA	CHN								1	046	046	04	1	7.0	1	1	1	-3.28767123287671	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://focustaiwan.tw/politics/202208250010
1060109524	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN								CHN	CHINA	CHN								1	046	046	04	1	7.0	4	1	4	-3.28767123287671	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taiwan Strait, Taiwan (general), Taiwan	TW	TW00		24	119	-2637942	20220825083000	https://focustaiwan.tw/politics/202208250010
1060109525	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	111	111	11	3	-2.0	2	1	2	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109526	20220825	202208	2022	2022.6438	TWN	TAIWANESE	TWN								CHN	CHINA	CHN								1	150	150	15	4	-7.2	4	1	4	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109527	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN								GOV	PRESIDENT						GOV			1	050	050	05	1	3.5	2	1	2	6.62557781201849	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825083000	https://ibsintelligence.com/ibsi-news/shanghai-commercial-savings-bank-adopts-temenos-and-ibm-systems/
1060109528	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	2	1	2	6.62557781201849	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20220825083000	https://ibsintelligence.com/ibsi-news/shanghai-commercial-savings-bank-adopts-temenos-and-ibm-systems/
1060109529	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN								LEG	PARLIAMENT						LEG			0	020	020	02	1	3.0	10	1	10	-2.38473767885533	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.washingtonpost.com/world/2022/08/25/taiwan-defense-budget-china-military-invasion/
1060109530	20220825	202208	2022	2022.6438	TWN	TAIWAN	TWN								MIL	FIGHTER JET						MIL			0	138	138	13	3	-7.0	2	1	2	-2.38473767885533	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.washingtonpost.com/world/2022/08/25/taiwan-defense-budget-china-military-invasion/
1060109531	20220825	202208	2022	2022.6438	TWNGOV	TAIWAN	TWN					GOV													1	020	020	02	1	3.0	4	1	4	-2.38473767885533	4	Kinmen, Jinmen Xian, Taiwan	TW	TW13	13009	24.4367	118.318	-2628169	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.washingtonpost.com/world/2022/08/25/taiwan-defense-budget-china-military-invasion/
1060109532	20220825	202208	2022	2022.6438	TWNGOV	TAIWAN	TWN					GOV													1	020	020	02	1	3.0	1	1	1	-2.38473767885533	4	Kinmen, Jinmen Xian, Taiwan	TW	TW13	13009	24.4367	118.318	-2628169	0								4	Kinmen, Jinmen Xian, Taiwan	TW	TW13	13009	24.4367	118.318	-2628169	20220825083000	https://www.washingtonpost.com/world/2022/08/25/taiwan-defense-budget-china-military-invasion/
1060109533	20220825	202208	2022	2022.6438	TWNOPP	TAIWANESE	TWN					OPP			CHN	CHINA	CHN								1	042	042	04	1	1.9	6	1	6	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109534	20220825	202208	2022	2022.6438	TWNOPP	TAIWANESE	TWN					OPP			CHN	BEIJING	CHN								1	111	111	11	3	-2.0	3	1	3	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109535	20220825	202208	2022	2022.6438	TWNOPP	TAIWANESE	TWN					OPP			CHN	BEIJING	CHN								1	150	150	15	4	-7.2	6	1	6	-1.25	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://www.bnnbloomberg.ca/taiwan-opposition-figure-s-china-trip-sparks-backlash-at-home-1.1810217
1060109536	20220825	202208	2022	2022.6438	UAF	TERRORIST						UAF			BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	4	1	4	-5.73286052009456	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060109537	20220825	202208	2022	2022.6438	UAF	TERRORIST						UAF			CHR	CHRISTIAN				CHR					0	190	190	19	4	-10.0	6	1	6	-5.73286052009456	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825083000	https://www.rfa.org/english/news/myanmar/bandladesh-rohingya-08252022035957.html
1060109538	20220825	202208	2022	2022.6438	UGA	UGANDA	UGA								AFR	AFRICA	AFR								0	070	070	07	2	7.0	2	1	2	0.91059602649006	4	Peking, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Peking, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825083000	https://en.igihe.com/news/article/belt-and-road-initiative-transforming-africa-s-development-landscape-experts
1060109539	20220825	202208	2022	2022.6438	UGA	UGANDA	UGA								AFR	AFRICA	AFR								0	070	070	07	2	7.0	2	1	2	0.91059602649006	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20220825083000	https://en.igihe.com/news/article/belt-and-road-initiative-transforming-africa-s-development-landscape-experts
1060109540	20220825	202208	2022	2022.6438	UKR	UKRAINE	UKR																		0	012	012	01	1	-0.4	4	1	4	-3.76007162041182	4	Chornobyl, Kyyivs'ka Oblast', Ukraine	UP	UP13	39914	51.2736	30.2225	-1037390	0								4	Chornobyl, Kyyivs'ka Oblast', Ukraine	UP	UP13	39914	51.2736	30.2225	-1037390	20220825083000	http://www.msn.com/en-nz/news/world/revealed-russian-plan-to-disconnect-zaporizhzhia-nuclear-plant-from-grid/ar-AA113N9r
1060109541	20220825	202208	2022	2022.6438	UKR	UKRAINIAN	UKR																		1	051	051	05	1	3.4	2	1	2	2.17391304347826	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	0								4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	20220825083000	https://www.darlingtonandstocktontimes.co.uk/news/20754309.ukrainian-family-celebrates-birth-child-middlesbrough-fleeing-war/
1060109542	20220825	202208	2022	2022.6438	UKR	UKRAINE	UKR																		1	061	061	06	2	6.4	20	1	10	-1.87265917602996	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825083000	https://www.bignewsnetwork.com/news/272665583/ukraine-grain-exports-could-rise-to-4-million-tons-in-august
1060109543	20220825	202208	2022	2022.6438	UKR	UKRAINIAN	UKR																		1	073	073	07	2	7.4	12	1	10	-0.9845288326301	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825083000	https://www.aol.co.uk/lifestyle/animal-loving-ukrainian-sniper-rescues-070024933.html
1060109544	20220825	202208	2022	2022.6438	UKR	UKRAINE	UKR																		0	084	084	08	2	7.0	2	1	2	-0.9845288326301	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825083000	https://www.aol.co.uk/lifestyle/animal-loving-ukrainian-sniper-rescues-070024933.html
1060109545	20220825	202208	2022	2022.6438	UKR	KYIV	UKR								COP	DEPUTY						COP			1	061	061	06	2	6.4	5	1	5	-1.87265917602996	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825083000	https://www.bignewsnetwork.com/news/272665583/ukraine-grain-exports-could-rise-to-4-million-tons-in-august
1060109546	20220825	202208	2022	2022.6438	UKR	UKRAINIAN	UKR								GBR	UNITED KINGDOM	GBR								1	051	051	05	1	3.4	6	1	6	2.17391304347826	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	20220825083000	https://www.darlingtonandstocktontimes.co.uk/news/20754309.ukrainian-family-celebrates-birth-child-middlesbrough-fleeing-war/
1060109547	20220825	202208	2022	2022.6438	UKR	UKRAINE	UKR								GOV	MAYOR						GOV			0	190	190	19	4	-10.0	2	1	2	-4.35992578849722	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220825083000	https://www.lewrockwell.com/2022/08/no_author/fly-like-an-eagle-darya-dugina/
